C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/31/2017,04:00:00,REGULAR,0005019410,0005939833                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/31/2017,08:00:00,REGULAR,0005019461,0005940154                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/31/2017,12:00:00,REGULAR,0005019660,0005940694                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/31/2017,16:00:00,REGULAR,0005019938,0005940830                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/31/2017,20:00:00,REGULAR,0005020593,0005940997                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/01/2017,00:00:00,REGULAR,0005020791,0005941071                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/01/2017,04:00:00,REGULAR,0005020802,0005941077                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/01/2017,08:00:00,REGULAR,0005020845,0005941414                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/01/2017,12:00:00,REGULAR,0005021033,0005941950                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/01/2017,16:00:00,REGULAR,0005021274,0005942088                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/01/2017,20:00:00,REGULAR,0005021864,0005942251                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/02/2017,00:00:00,REGULAR,0005022096,0005942321                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/02/2017,04:00:00,REGULAR,0005022112,0005942334                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/02/2017,08:00:00,REGULAR,0005022157,0005942647                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/02/2017,12:00:00,REGULAR,0005022353,0005943192                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/02/2017,16:00:00,REGULAR,0005022652,0005943365                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,06/02/2017,20:00:00,REGULAR,0005023281,0005943504                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/27/2017,00:00:00,REGULAR,0006309477,0003371388                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/27/2017,04:00:00,REGULAR,0006309513,0003371395                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/27/2017,08:00:00,REGULAR,0006309533,0003371431                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/27/2017,12:00:00,REGULAR,0006309624,0003371500                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/27/2017,16:00:00,REGULAR,0006309804,0003371529                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/27/2017,20:00:00,REGULAR,0006310057,0003371569                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/28/2017,00:00:00,REGULAR,0006310189,0003371589                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/28/2017,04:00:00,REGULAR,0006310218,0003371590                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/28/2017,08:00:00,REGULAR,0006310231,0003371603                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/28/2017,12:00:00,REGULAR,0006310325,0003371662                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/28/2017,16:00:00,REGULAR,0006310503,0003371718                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/28/2017,20:00:00,REGULAR,0006310717,0003371758                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/29/2017,00:00:00,REGULAR,0006310837,0003371774                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/29/2017,04:00:00,REGULAR,0006310851,0003371778                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/29/2017,08:00:00,REGULAR,0006310867,0003371802                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/29/2017,12:00:00,REGULAR,0006310955,0003371853                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/29/2017,16:00:00,REGULAR,0006311124,0003371907                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/29/2017,20:00:00,REGULAR,0006311311,0003371957                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/30/2017,00:00:00,REGULAR,0006311403,0003371973                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/30/2017,04:00:00,REGULAR,0006311408,0003371974                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/30/2017,08:00:00,REGULAR,0006311456,0003372162                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/30/2017,12:00:00,REGULAR,0006311695,0003372382                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/30/2017,16:00:00,REGULAR,0006311987,0003372465                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/30/2017,20:00:00,REGULAR,0006312622,0003372540                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/31/2017,00:00:00,REGULAR,0006312832,0003372562                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/31/2017,04:00:00,REGULAR,0006312852,0003372565                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/31/2017,08:00:00,REGULAR,0006312912,0003372752                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/31/2017,12:00:00,REGULAR,0006313157,0003372998                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/31/2017,16:00:00,REGULAR,0006313437,0003373067                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,05/31/2017,20:00:00,REGULAR,0006313819,0003373119                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/01/2017,00:00:00,REGULAR,0006314032,0003373152                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/01/2017,04:00:00,REGULAR,0006314047,0003373154                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/01/2017,08:00:00,REGULAR,0006314097,0003373352                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/01/2017,12:00:00,REGULAR,0006314331,0003373596                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/01/2017,16:00:00,REGULAR,0006314619,0003373668                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/01/2017,20:00:00,REGULAR,0006315259,0003373717                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/02/2017,00:00:00,REGULAR,0006315464,0003373740                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/02/2017,04:00:00,REGULAR,0006315501,0003373742                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/02/2017,08:00:00,REGULAR,0006315562,0003373933                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/02/2017,12:00:00,REGULAR,0006315767,0003374165                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/02/2017,16:00:00,REGULAR,0006316036,0003374253                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,06/02/2017,20:00:00,REGULAR,0006316639,0003374322                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/27/2017,00:00:00,REGULAR,0010172816,0001314137                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/27/2017,04:00:00,REGULAR,0010172893,0001314141                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/27/2017,08:00:00,REGULAR,0010172939,0001314148                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/27/2017,12:00:00,REGULAR,0010173112,0001314168                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/27/2017,16:00:00,REGULAR,0010173426,0001314185                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/27/2017,20:00:00,REGULAR,0010173807,0001314202                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/28/2017,00:00:00,REGULAR,0010174036,0001314208                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/28/2017,04:00:00,REGULAR,0010174073,0001314211                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/28/2017,08:00:00,REGULAR,0010174131,0001314217                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/28/2017,12:00:00,REGULAR,0010174308,0001314245                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/28/2017,16:00:00,REGULAR,0010174632,0001314268                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/28/2017,20:00:00,REGULAR,0010174953,0001314280                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/29/2017,00:00:00,REGULAR,0010175165,0001314293                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/29/2017,04:00:00,REGULAR,0010175210,0001314294                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/29/2017,08:00:00,REGULAR,0010175250,0001314304                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/29/2017,12:00:00,REGULAR,0010175393,0001314325                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/29/2017,16:00:00,REGULAR,0010175677,0001314343                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/29/2017,20:00:00,REGULAR,0010175950,0001314356                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/30/2017,00:00:00,REGULAR,0010176141,0001314363                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/30/2017,04:00:00,REGULAR,0010176171,0001314363                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/30/2017,08:00:00,REGULAR,0010176314,0001314415                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/30/2017,12:00:00,REGULAR,0010176700,0001314470                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/30/2017,16:00:00,REGULAR,0010177104,0001314505                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/30/2017,20:00:00,REGULAR,0010177951,0001314517                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/31/2017,00:00:00,REGULAR,0010178308,0001314527                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/31/2017,04:00:00,REGULAR,0010178338,0001314528                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/31/2017,08:00:00,REGULAR,0010178501,0001314579                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/31/2017,12:00:00,REGULAR,0010178886,0001314651                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/31/2017,16:00:00,REGULAR,0010179289,0001314670                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,05/31/2017,20:00:00,REGULAR,0010180229,0001314688                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/01/2017,00:00:00,REGULAR,0010180601,0001314701                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/01/2017,04:00:00,REGULAR,0010180646,0001314703                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/01/2017,08:00:00,REGULAR,0010180794,0001314766                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/01/2017,12:00:00,REGULAR,0010181169,0001314812                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/01/2017,16:00:00,REGULAR,0010181611,0001314835                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/01/2017,20:00:00,REGULAR,0010182440,0001314849                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/02/2017,00:00:00,REGULAR,0010182817,0001314861                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/02/2017,04:00:00,REGULAR,0010182857,0001314863                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/02/2017,08:00:00,REGULAR,0010182998,0001314921                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/02/2017,12:00:00,REGULAR,0010183387,0001314992                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/02/2017,16:00:00,REGULAR,0010183841,0001315009                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,06/02/2017,20:00:00,REGULAR,0010184700,0001315023                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,05/27/2017,00:00:00,REGULAR,0008008443,0000482630                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,05/27/2017,04:00:00,REGULAR,0008008469,0000482632                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,05/27/2017,08:00:00,REGULAR,0008008491,0000482632                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,05/27/2017,12:00:00,REGULAR,0008008603,0000482633                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,05/27/2017,16:00:00,REGULAR,0008008781,0000482636                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,05/27/2017,20:00:00,REGULAR,0008009034,0000482638                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,05/28/2017,00:00:00,REGULAR,0008009187,0000482641                                            
